age,job,marital,education,housing,loan,contact,campaign,previous,poutcome,y
29,technician,married,university.degree,yes,no,cellular,1,0,nonexistent,no
32,technician,single,professional.course,no,yes,cellular,2,0,nonexistent,no
56,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
45,entrepreneur,divorced,basic.9y,yes,yes,cellular,3,0,nonexistent,no
32,admin.,married,high.school,yes,no,cellular,2,0,nonexistent,no
43,entrepreneur,married,high.school,yes,no,cellular,1,0,nonexistent,no
43,technician,married,basic.9y,no,no,cellular,6,0,nonexistent,no
28,admin.,single,high.school,no,no,cellular,2,0,nonexistent,no
34,housemaid,single,high.school,no,no,cellular,7,1,failure,no
44,admin.,married,university.degree,no,no,cellular,10,0,nonexistent,no
60,housemaid,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
54,technician,married,basic.9y,no,no,cellular,3,0,nonexistent,no
42,management,married,university.degree,yes,yes,telephone,1,0,nonexistent,no
36,management,married,high.school,yes,no,cellular,1,0,nonexistent,no
41,services,married,university.degree,yes,yes,telephone,1,0,nonexistent,no
34,unemployed,married,university.degree,no,no,cellular,3,1,failure,no
28,services,married,high.school,yes,no,telephone,2,0,nonexistent,no
51,entrepreneur,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
36,blue-collar,single,basic.9y,yes,no,telephone,4,0,nonexistent,no
32,admin.,single,university.degree,yes,no,cellular,1,0,nonexistent,no
34,services,single,basic.9y,yes,yes,telephone,1,0,nonexistent,no
43,blue-collar,married,basic.4y,yes,yes,telephone,7,0,nonexistent,no
26,student,single,high.school,no,no,telephone,1,0,nonexistent,no
52,management,married,basic.4y,no,no,telephone,5,0,nonexistent,no
58,admin.,married,high.school,yes,no,cellular,6,0,nonexistent,no
34,technician,divorced,unknown,no,no,cellular,7,0,nonexistent,no
53,blue-collar,divorced,basic.4y,no,no,telephone,3,0,nonexistent,no
32,admin.,married,university.degree,no,no,telephone,1,0,nonexistent,no
48,management,married,high.school,no,no,cellular,1,0,nonexistent,no
48,housemaid,married,high.school,no,no,telephone,1,0,nonexistent,no
57,housemaid,married,basic.4y,yes,no,cellular,2,0,nonexistent,no
57,technician,married,professional.course,no,no,telephone,7,0,nonexistent,no
43,management,married,university.degree,no,no,cellular,2,0,nonexistent,no
34,blue-collar,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
35,blue-collar,single,basic.6y,yes,no,telephone,4,0,nonexistent,no
38,management,divorced,university.degree,no,no,cellular,2,1,failure,no
29,technician,single,university.degree,no,no,cellular,1,0,nonexistent,no
46,housemaid,married,basic.4y,no,no,telephone,4,0,nonexistent,no
31,technician,single,university.degree,no,yes,cellular,3,0,nonexistent,yes
56,retired,married,high.school,yes,yes,telephone,1,0,nonexistent,no
45,blue-collar,married,basic.9y,no,yes,telephone,1,0,nonexistent,yes
31,entrepreneur,married,high.school,yes,no,telephone,2,0,nonexistent,no
30,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
46,services,married,high.school,yes,no,cellular,2,0,nonexistent,no
45,blue-collar,married,basic.9y,no,no,telephone,3,0,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
23,student,single,high.school,yes,no,cellular,1,1,failure,no
39,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,no
56,retired,married,high.school,no,no,telephone,5,0,nonexistent,no
44,technician,divorced,professional.course,no,no,cellular,1,0,nonexistent,no
36,technician,married,high.school,no,no,telephone,1,0,nonexistent,no
24,housemaid,married,basic.9y,yes,no,cellular,4,0,nonexistent,no
48,technician,married,high.school,no,no,telephone,1,0,nonexistent,no
41,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
46,admin.,single,high.school,yes,yes,cellular,2,1,failure,no
30,student,single,professional.course,yes,no,cellular,2,1,success,yes
26,technician,single,professional.course,yes,yes,cellular,5,0,nonexistent,no
29,management,married,basic.9y,no,no,cellular,2,0,nonexistent,no
47,services,married,professional.course,yes,no,telephone,2,0,nonexistent,no
25,admin.,single,university.degree,no,no,cellular,2,0,nonexistent,no
35,admin.,married,university.degree,yes,no,telephone,9,0,nonexistent,no
39,housemaid,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
39,entrepreneur,married,university.degree,yes,no,cellular,1,0,nonexistent,no
35,services,married,basic.6y,yes,no,cellular,1,1,failure,no
38,admin.,single,university.degree,no,no,telephone,9,0,nonexistent,no
52,blue-collar,married,basic.9y,yes,no,cellular,3,0,nonexistent,no
60,retired,married,basic.4y,no,no,cellular,2,2,failure,no
38,blue-collar,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
59,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
32,blue-collar,married,basic.4y,yes,no,cellular,3,0,nonexistent,no
35,technician,married,professional.course,no,no,telephone,2,0,nonexistent,no
33,blue-collar,married,basic.4y,yes,no,telephone,3,1,success,no
34,blue-collar,married,basic.6y,no,no,telephone,1,0,nonexistent,no
31,admin.,single,high.school,no,no,cellular,2,2,success,yes
56,services,single,basic.4y,yes,no,cellular,2,0,nonexistent,no
46,services,married,basic.4y,no,no,cellular,3,0,nonexistent,no
34,admin.,married,professional.course,yes,yes,cellular,1,1,failure,yes
47,admin.,married,university.degree,yes,no,cellular,5,0,nonexistent,no
28,technician,married,university.degree,no,no,cellular,1,0,nonexistent,no
33,technician,single,university.degree,no,no,cellular,2,0,nonexistent,no
42,technician,married,high.school,yes,no,cellular,2,0,nonexistent,no
52,technician,married,professional.course,no,yes,cellular,2,0,nonexistent,no
43,blue-collar,married,unknown,no,no,cellular,6,0,nonexistent,no
33,services,married,basic.4y,no,no,telephone,1,0,nonexistent,no
36,entrepreneur,married,high.school,yes,no,telephone,4,0,nonexistent,no
34,blue-collar,single,basic.9y,yes,no,cellular,3,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,cellular,1,0,nonexistent,no
37,technician,married,basic.9y,no,no,telephone,3,0,nonexistent,no
55,admin.,married,university.degree,no,yes,cellular,2,0,nonexistent,no
33,admin.,single,university.degree,yes,yes,cellular,2,1,failure,no
51,technician,married,professional.course,no,yes,cellular,1,0,nonexistent,no
41,blue-collar,married,high.school,yes,yes,cellular,3,0,nonexistent,no
33,admin.,married,high.school,yes,no,cellular,4,0,nonexistent,no
40,entrepreneur,married,university.degree,unknown,unknown,telephone,1,0,nonexistent,no
29,technician,divorced,university.degree,no,yes,telephone,2,0,nonexistent,no
35,technician,married,basic.9y,no,no,cellular,1,0,nonexistent,yes
32,blue-collar,married,basic.9y,yes,no,cellular,1,1,failure,no
37,entrepreneur,married,basic.9y,no,no,cellular,1,1,success,no
35,blue-collar,married,basic.6y,no,no,telephone,5,0,nonexistent,no
43,admin.,single,high.school,yes,yes,cellular,2,0,nonexistent,no
32,admin.,single,university.degree,yes,no,cellular,2,0,nonexistent,yes
57,retired,married,basic.4y,yes,no,cellular,2,0,nonexistent,no
39,technician,married,professional.course,no,no,cellular,3,1,failure,no
40,admin.,single,high.school,yes,no,cellular,1,0,nonexistent,no
37,technician,single,university.degree,no,yes,cellular,1,0,nonexistent,no
40,management,married,high.school,no,yes,cellular,5,1,failure,no
33,entrepreneur,married,university.degree,yes,no,telephone,1,0,nonexistent,no
51,management,married,university.degree,yes,no,telephone,1,0,nonexistent,no
57,retired,married,basic.4y,no,yes,telephone,1,0,nonexistent,no
29,blue-collar,divorced,high.school,yes,no,telephone,1,0,nonexistent,no
34,technician,single,professional.course,yes,yes,cellular,2,0,nonexistent,no
30,technician,married,professional.course,yes,yes,cellular,1,0,nonexistent,no
36,blue-collar,married,high.school,no,no,cellular,2,0,nonexistent,no
56,management,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
32,management,married,university.degree,no,yes,cellular,1,0,nonexistent,no
39,entrepreneur,married,university.degree,unknown,unknown,cellular,4,0,nonexistent,no
28,blue-collar,single,basic.9y,yes,no,cellular,2,0,nonexistent,no
46,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
57,retired,married,university.degree,no,no,cellular,2,1,failure,no
42,admin.,single,university.degree,yes,no,telephone,5,0,nonexistent,no
39,technician,married,professional.course,yes,no,cellular,5,0,nonexistent,no
39,unemployed,married,basic.9y,yes,no,cellular,2,1,failure,no
29,technician,single,professional.course,no,yes,telephone,2,1,success,no
55,technician,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
25,self-employed,single,university.degree,no,no,telephone,3,0,nonexistent,no
33,admin.,single,university.degree,yes,no,telephone,3,2,success,yes
32,services,married,high.school,no,no,cellular,1,0,nonexistent,no
25,blue-collar,married,high.school,no,no,cellular,4,0,nonexistent,no
40,admin.,married,professional.course,unknown,unknown,cellular,1,0,nonexistent,no
43,admin.,married,university.degree,no,yes,cellular,3,1,success,no
60,housemaid,married,basic.4y,no,no,cellular,1,0,nonexistent,no
41,blue-collar,single,high.school,yes,no,telephone,2,0,nonexistent,no
36,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
32,blue-collar,married,basic.4y,no,no,cellular,2,0,nonexistent,no
37,entrepreneur,divorced,university.degree,no,yes,cellular,1,0,nonexistent,no
33,technician,single,professional.course,yes,no,cellular,1,0,nonexistent,no
36,services,single,high.school,no,no,cellular,1,0,nonexistent,no
38,technician,married,professional.course,no,no,cellular,2,0,nonexistent,no
35,admin.,divorced,university.degree,yes,no,telephone,1,0,nonexistent,no
41,blue-collar,divorced,basic.4y,no,yes,cellular,2,0,nonexistent,no
35,admin.,single,basic.9y,yes,no,cellular,1,1,failure,no
35,blue-collar,married,basic.6y,yes,no,cellular,2,1,failure,no
34,technician,single,university.degree,no,no,cellular,4,0,nonexistent,no
35,admin.,single,high.school,no,no,telephone,4,1,failure,no
44,admin.,married,professional.course,no,no,cellular,1,1,failure,no
34,technician,married,university.degree,no,no,cellular,1,0,nonexistent,yes
30,technician,married,high.school,no,no,telephone,1,0,nonexistent,no
34,technician,divorced,professional.course,no,no,telephone,1,1,failure,yes
60,technician,married,university.degree,yes,no,telephone,5,0,nonexistent,no
36,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,yes
40,admin.,married,university.degree,no,yes,cellular,2,0,nonexistent,no
41,blue-collar,divorced,basic.9y,no,no,telephone,3,0,nonexistent,no
40,admin.,married,high.school,yes,no,cellular,1,0,nonexistent,no
57,blue-collar,married,basic.4y,no,no,telephone,5,0,nonexistent,no
48,unknown,married,basic.9y,no,no,cellular,1,0,nonexistent,no
26,student,single,high.school,no,no,cellular,2,0,nonexistent,no
32,technician,married,university.degree,no,no,cellular,2,0,nonexistent,no
41,admin.,married,basic.6y,no,no,cellular,2,1,failure,yes
28,self-employed,single,university.degree,yes,yes,cellular,1,0,nonexistent,yes
48,technician,married,professional.course,yes,no,telephone,2,0,nonexistent,no
52,unemployed,married,unknown,yes,no,cellular,7,0,nonexistent,no
56,self-employed,married,professional.course,no,yes,telephone,40,0,nonexistent,no
33,admin.,married,university.degree,yes,no,cellular,4,0,nonexistent,no
29,technician,married,high.school,no,no,cellular,1,0,nonexistent,no
47,blue-collar,single,basic.4y,no,no,telephone,1,0,nonexistent,no
29,admin.,married,high.school,no,no,cellular,1,1,failure,no
40,technician,single,professional.course,yes,yes,cellular,4,0,nonexistent,no
59,admin.,married,high.school,yes,no,telephone,4,0,nonexistent,no
50,admin.,married,high.school,no,yes,telephone,1,0,nonexistent,no
33,admin.,married,university.degree,yes,no,cellular,2,0,nonexistent,no
51,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,no
40,admin.,married,high.school,yes,yes,cellular,2,0,nonexistent,yes
43,entrepreneur,married,university.degree,no,no,telephone,1,0,nonexistent,no
32,technician,single,university.degree,unknown,unknown,cellular,1,1,failure,no
31,technician,married,professional.course,unknown,unknown,telephone,4,0,nonexistent,no
40,blue-collar,married,basic.9y,yes,no,telephone,3,0,nonexistent,no
42,admin.,married,university.degree,unknown,unknown,cellular,1,0,nonexistent,no
38,technician,married,basic.9y,no,no,cellular,1,0,nonexistent,no
32,blue-collar,married,high.school,yes,no,cellular,3,0,nonexistent,yes
45,services,divorced,high.school,yes,yes,cellular,3,0,nonexistent,no
34,management,single,university.degree,yes,yes,cellular,2,0,nonexistent,no
58,admin.,married,basic.4y,no,no,cellular,1,0,nonexistent,yes
30,services,single,high.school,yes,no,cellular,2,0,nonexistent,yes
32,blue-collar,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
31,blue-collar,divorced,unknown,yes,no,cellular,1,0,nonexistent,no
28,admin.,single,high.school,no,no,cellular,1,0,nonexistent,yes
57,admin.,married,professional.course,unknown,unknown,cellular,6,0,nonexistent,no
39,blue-collar,married,basic.4y,no,yes,cellular,3,0,nonexistent,no
36,technician,single,unknown,no,no,cellular,1,0,nonexistent,no
50,management,married,university.degree,yes,no,cellular,4,0,nonexistent,yes
72,retired,married,basic.4y,yes,no,cellular,2,1,failure,no
40,admin.,married,university.degree,no,yes,telephone,1,0,nonexistent,no
54,admin.,married,high.school,yes,no,telephone,1,0,nonexistent,no
35,management,married,high.school,yes,no,telephone,2,0,nonexistent,no
36,entrepreneur,married,university.degree,yes,no,cellular,1,1,failure,no
44,technician,married,unknown,yes,no,cellular,1,1,failure,no
56,services,married,basic.4y,no,no,cellular,1,0,nonexistent,yes
32,blue-collar,married,professional.course,yes,yes,cellular,3,0,nonexistent,no
26,blue-collar,single,professional.course,yes,no,cellular,2,0,nonexistent,no
28,technician,single,professional.course,yes,no,cellular,3,0,nonexistent,no
50,entrepreneur,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
26,student,single,high.school,yes,no,cellular,4,0,nonexistent,yes
33,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,yes
35,blue-collar,divorced,basic.9y,yes,no,cellular,1,0,nonexistent,no
47,admin.,married,university.degree,yes,no,cellular,2,0,nonexistent,no
35,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
53,blue-collar,married,basic.6y,yes,yes,cellular,2,0,nonexistent,no
46,admin.,divorced,university.degree,yes,no,telephone,4,0,nonexistent,no
47,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
56,admin.,divorced,unknown,yes,no,telephone,1,0,nonexistent,no
47,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
42,blue-collar,married,basic.6y,yes,no,cellular,3,0,nonexistent,no
50,admin.,divorced,basic.9y,no,no,cellular,5,0,nonexistent,no
36,unemployed,divorced,professional.course,yes,no,telephone,1,0,nonexistent,no
41,admin.,single,high.school,no,no,cellular,3,1,failure,no
48,services,married,high.school,yes,yes,cellular,5,0,nonexistent,no
22,admin.,single,university.degree,unknown,unknown,cellular,2,0,nonexistent,no
41,blue-collar,married,basic.9y,yes,no,telephone,1,0,nonexistent,yes
55,housemaid,married,university.degree,yes,no,telephone,3,0,nonexistent,no
37,technician,married,basic.9y,no,no,telephone,3,0,nonexistent,no
58,retired,married,high.school,yes,no,cellular,1,0,nonexistent,no
43,blue-collar,married,basic.6y,yes,no,cellular,1,1,failure,no
41,services,married,high.school,unknown,unknown,cellular,1,0,nonexistent,no
51,unemployed,married,professional.course,yes,yes,cellular,1,0,nonexistent,yes
26,blue-collar,married,basic.6y,yes,yes,telephone,2,0,nonexistent,no
44,technician,married,professional.course,yes,no,telephone,7,0,nonexistent,no
32,student,single,university.degree,no,no,cellular,11,0,nonexistent,no
42,unemployed,married,basic.4y,yes,no,telephone,19,0,nonexistent,no
37,entrepreneur,divorced,high.school,no,no,cellular,4,0,nonexistent,no
36,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
38,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,no
26,admin.,single,high.school,yes,no,cellular,6,0,nonexistent,no
36,blue-collar,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
37,student,single,unknown,no,yes,cellular,1,0,nonexistent,no
34,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,yes
38,services,married,high.school,no,no,cellular,2,1,failure,no
37,entrepreneur,married,university.degree,yes,no,telephone,1,0,nonexistent,no
55,blue-collar,married,basic.4y,no,no,telephone,2,0,nonexistent,no
38,admin.,married,university.degree,yes,no,cellular,5,0,nonexistent,no
49,blue-collar,married,basic.6y,yes,yes,telephone,2,0,nonexistent,no
36,self-employed,married,high.school,yes,no,cellular,1,0,nonexistent,no
50,blue-collar,married,basic.9y,yes,no,cellular,4,0,nonexistent,no
37,management,divorced,university.degree,yes,no,cellular,4,0,nonexistent,no
38,technician,single,university.degree,yes,yes,telephone,3,0,nonexistent,no
29,admin.,single,high.school,no,no,telephone,1,0,nonexistent,no
36,admin.,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
51,admin.,married,basic.9y,yes,no,telephone,5,0,nonexistent,no
37,housemaid,single,university.degree,no,no,cellular,3,0,nonexistent,yes
52,services,married,basic.4y,yes,no,cellular,4,0,nonexistent,no
55,unemployed,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
41,entrepreneur,married,university.degree,yes,no,cellular,1,1,success,no
37,technician,divorced,high.school,yes,no,cellular,1,0,nonexistent,no
32,blue-collar,married,basic.9y,yes,no,telephone,1,0,nonexistent,no
33,admin.,single,basic.9y,no,no,cellular,4,0,nonexistent,no
30,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,no
65,admin.,married,university.degree,yes,no,cellular,3,1,failure,yes
26,admin.,married,high.school,yes,yes,cellular,2,1,failure,yes
53,admin.,divorced,high.school,yes,no,telephone,3,0,nonexistent,no
59,retired,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
41,management,married,university.degree,yes,no,telephone,7,0,nonexistent,no
36,self-employed,single,basic.4y,no,no,cellular,1,0,nonexistent,no
58,retired,married,professional.course,no,no,cellular,2,0,nonexistent,no
33,management,married,university.degree,no,no,cellular,1,1,failure,no
30,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
39,admin.,married,university.degree,no,yes,cellular,2,1,failure,no
46,admin.,married,basic.9y,no,no,cellular,4,0,nonexistent,no
36,management,single,university.degree,no,no,cellular,5,0,nonexistent,no
57,admin.,married,university.degree,unknown,unknown,cellular,2,2,success,yes
31,admin.,married,university.degree,no,no,cellular,5,0,nonexistent,no
39,services,single,high.school,no,no,telephone,10,0,nonexistent,no
41,unemployed,married,university.degree,no,no,telephone,2,0,nonexistent,no
49,unknown,unknown,unknown,yes,yes,cellular,9,0,nonexistent,no
33,blue-collar,single,basic.9y,no,no,telephone,10,0,nonexistent,no
46,admin.,married,unknown,no,no,telephone,1,0,nonexistent,no
32,management,single,professional.course,no,no,cellular,2,1,failure,no
41,admin.,divorced,high.school,no,no,telephone,11,0,nonexistent,yes
30,blue-collar,married,basic.6y,no,no,telephone,2,0,nonexistent,no
48,self-employed,divorced,university.degree,no,no,cellular,3,0,nonexistent,yes
34,blue-collar,married,basic.4y,yes,yes,cellular,4,0,nonexistent,no
33,self-employed,married,basic.4y,no,no,cellular,7,0,nonexistent,no
33,admin.,married,university.degree,no,no,cellular,3,0,nonexistent,no
31,admin.,married,professional.course,no,no,cellular,2,0,nonexistent,yes
25,admin.,single,high.school,yes,no,cellular,6,2,failure,no
37,services,married,high.school,no,no,cellular,4,0,nonexistent,no
26,blue-collar,single,basic.9y,no,no,telephone,4,0,nonexistent,no
39,technician,divorced,professional.course,yes,no,cellular,1,0,nonexistent,yes
28,admin.,single,university.degree,yes,no,cellular,1,1,failure,no
36,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
46,blue-collar,married,basic.9y,no,no,telephone,4,0,nonexistent,no
43,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
33,admin.,single,university.degree,no,no,cellular,2,0,nonexistent,no
50,management,married,high.school,no,yes,telephone,3,0,nonexistent,no
39,technician,single,professional.course,yes,no,telephone,1,0,nonexistent,no
26,technician,single,professional.course,no,no,telephone,3,0,nonexistent,no
42,blue-collar,divorced,basic.4y,yes,no,telephone,1,0,nonexistent,no
64,admin.,married,high.school,yes,no,cellular,1,1,failure,yes
37,technician,married,professional.course,yes,no,telephone,4,0,nonexistent,no
54,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
48,technician,single,unknown,yes,no,telephone,3,0,nonexistent,yes
38,admin.,single,university.degree,yes,no,cellular,2,0,nonexistent,no
56,retired,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
35,blue-collar,married,basic.6y,yes,yes,telephone,3,0,nonexistent,no
56,entrepreneur,married,unknown,yes,no,telephone,1,0,nonexistent,no
46,admin.,divorced,basic.9y,yes,no,telephone,2,0,nonexistent,no
28,unknown,single,basic.9y,no,no,telephone,1,0,nonexistent,no
26,services,single,high.school,no,no,telephone,4,0,nonexistent,no
26,blue-collar,single,basic.9y,yes,yes,cellular,2,0,nonexistent,no
35,unemployed,married,basic.4y,no,no,cellular,1,0,nonexistent,no
45,unknown,married,unknown,no,no,telephone,13,0,nonexistent,no
40,technician,single,professional.course,no,no,cellular,2,0,nonexistent,no
42,blue-collar,divorced,basic.4y,no,no,telephone,4,0,nonexistent,no
27,blue-collar,single,basic.9y,yes,no,cellular,1,0,nonexistent,no
27,blue-collar,single,basic.4y,yes,no,cellular,1,0,nonexistent,no
50,blue-collar,married,basic.6y,yes,no,telephone,3,0,nonexistent,no
31,blue-collar,married,basic.9y,yes,no,telephone,2,0,nonexistent,no
51,unemployed,married,basic.9y,no,no,telephone,1,0,nonexistent,no
45,self-employed,divorced,university.degree,yes,no,telephone,4,0,nonexistent,no
25,unknown,single,university.degree,yes,no,telephone,2,0,nonexistent,yes
39,services,married,basic.9y,no,no,cellular,5,0,nonexistent,no
33,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
32,technician,single,university.degree,no,no,cellular,12,0,nonexistent,no
29,services,married,professional.course,yes,no,cellular,1,0,nonexistent,no
37,self-employed,married,university.degree,yes,no,cellular,2,0,nonexistent,no
30,blue-collar,married,basic.6y,no,yes,cellular,2,0,nonexistent,yes
54,unemployed,married,high.school,no,no,telephone,16,0,nonexistent,no
30,admin.,married,high.school,yes,no,cellular,1,1,failure,no
30,student,single,professional.course,no,no,telephone,2,0,nonexistent,no
58,management,married,university.degree,no,no,telephone,1,0,nonexistent,no
53,admin.,married,university.degree,yes,no,telephone,2,0,nonexistent,no
33,technician,married,university.degree,no,no,cellular,1,1,failure,no
46,technician,married,high.school,no,no,cellular,5,1,success,no
25,technician,divorced,high.school,yes,no,cellular,2,0,nonexistent,no
22,technician,single,university.degree,yes,no,cellular,4,1,failure,yes
30,blue-collar,divorced,basic.9y,yes,no,telephone,3,0,nonexistent,no
47,housemaid,married,basic.9y,no,no,cellular,1,0,nonexistent,no
39,technician,married,professional.course,yes,no,cellular,2,0,nonexistent,no
53,admin.,married,basic.9y,yes,no,telephone,3,0,nonexistent,no
31,services,married,high.school,yes,no,telephone,1,0,nonexistent,no
57,admin.,married,university.degree,yes,no,cellular,4,0,nonexistent,no
38,technician,married,professional.course,no,no,telephone,4,0,nonexistent,no
44,management,married,university.degree,yes,no,cellular,5,0,nonexistent,no
28,management,married,university.degree,no,no,telephone,3,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,yes
51,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
36,technician,single,professional.course,no,no,cellular,4,0,nonexistent,no
50,management,divorced,university.degree,yes,no,cellular,1,1,failure,no
31,services,married,high.school,yes,no,telephone,12,0,nonexistent,no
53,unemployed,married,basic.4y,no,no,telephone,1,0,nonexistent,no
37,unemployed,married,professional.course,yes,no,telephone,1,0,nonexistent,no
53,technician,married,university.degree,unknown,unknown,cellular,2,2,failure,yes
36,entrepreneur,married,university.degree,no,no,telephone,4,0,nonexistent,yes
40,blue-collar,divorced,unknown,yes,no,telephone,2,0,nonexistent,no
33,services,married,high.school,yes,no,telephone,7,0,nonexistent,no
29,management,single,high.school,yes,no,cellular,2,1,failure,no
30,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,no
32,admin.,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
57,self-employed,married,university.degree,no,yes,cellular,2,0,nonexistent,yes
36,unemployed,single,university.degree,yes,no,cellular,1,1,success,yes
30,admin.,single,university.degree,yes,yes,telephone,1,0,nonexistent,no
44,management,married,unknown,no,no,telephone,2,1,failure,yes
37,admin.,divorced,university.degree,yes,yes,cellular,2,0,nonexistent,no
44,technician,married,professional.course,no,no,telephone,1,0,nonexistent,no
27,blue-collar,married,basic.4y,no,no,cellular,2,0,nonexistent,no
46,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
48,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
32,blue-collar,married,basic.4y,yes,no,cellular,4,0,nonexistent,no
58,retired,married,basic.9y,yes,no,telephone,3,0,nonexistent,yes
58,self-employed,married,university.degree,no,no,cellular,1,0,nonexistent,no
51,blue-collar,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
40,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
48,unemployed,divorced,basic.4y,no,yes,telephone,2,0,nonexistent,no
54,services,married,high.school,yes,no,telephone,5,0,nonexistent,no
38,technician,married,professional.course,no,no,cellular,3,0,nonexistent,no
29,blue-collar,divorced,high.school,yes,no,cellular,1,0,nonexistent,no
39,technician,married,high.school,no,no,cellular,2,0,nonexistent,yes
47,admin.,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
33,services,married,high.school,yes,no,cellular,2,1,failure,no
35,admin.,married,university.degree,no,yes,telephone,4,0,nonexistent,no
33,technician,married,professional.course,yes,no,telephone,1,0,nonexistent,no
33,management,married,university.degree,no,no,cellular,1,1,failure,no
39,management,married,university.degree,no,no,cellular,1,1,failure,no
54,unemployed,divorced,high.school,no,yes,cellular,1,0,nonexistent,no
51,entrepreneur,married,illiterate,yes,no,cellular,3,0,nonexistent,yes
35,admin.,married,university.degree,yes,yes,telephone,2,0,nonexistent,no
40,management,single,university.degree,no,no,cellular,1,0,nonexistent,yes
55,unemployed,divorced,university.degree,no,no,cellular,2,0,nonexistent,no
34,unknown,married,basic.6y,yes,no,cellular,1,0,nonexistent,no
71,blue-collar,divorced,basic.4y,no,no,cellular,1,0,nonexistent,no
37,technician,single,high.school,unknown,unknown,telephone,2,0,nonexistent,no
33,blue-collar,married,basic.4y,no,no,cellular,3,0,nonexistent,no
42,management,married,unknown,no,no,telephone,3,0,nonexistent,no
34,technician,married,university.degree,no,no,cellular,2,0,nonexistent,no
32,admin.,single,university.degree,yes,no,telephone,1,2,failure,no
38,blue-collar,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
34,services,married,basic.9y,no,no,cellular,2,1,success,no
31,technician,single,university.degree,no,no,telephone,1,0,nonexistent,no
33,admin.,married,unknown,unknown,unknown,telephone,1,0,nonexistent,no
36,entrepreneur,married,high.school,no,no,cellular,1,1,failure,no
40,blue-collar,married,basic.9y,no,no,telephone,3,0,nonexistent,no
27,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,yes
29,blue-collar,single,high.school,yes,no,telephone,2,0,nonexistent,no
32,blue-collar,married,basic.9y,unknown,unknown,cellular,1,0,nonexistent,yes
25,services,divorced,high.school,yes,no,telephone,1,0,nonexistent,no
39,admin.,married,university.degree,no,no,cellular,3,0,nonexistent,no
43,blue-collar,married,basic.9y,yes,no,cellular,3,0,nonexistent,no
27,admin.,single,university.degree,yes,no,cellular,1,2,failure,no
50,services,single,high.school,no,no,cellular,1,0,nonexistent,no
32,admin.,married,high.school,yes,no,telephone,3,0,nonexistent,no
54,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
34,admin.,single,university.degree,yes,yes,cellular,3,0,nonexistent,no
37,blue-collar,divorced,basic.9y,yes,no,cellular,1,0,nonexistent,no
32,admin.,married,high.school,yes,no,telephone,2,0,nonexistent,no
